,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_vals
9966,@Nightwing_7272,0,1,0,0,0,0,0,0,0,0,0
9968,@IEzjojLIys7UFbT,0,0,1,0,0,0,0,0,0,0,3
9970,@DMWA_Official,0,1,0,0,0,0,0,0,0,0,0
9972,@warmhazel,0,0,0,1,0,0,0,0,0,0,6
9975,@TINIKEYEV,0,0,1,0,0,0,0,0,0,0,3
9976,@goncharovku,0,0,0,0,0,0,0,1,0,0,5
9977,@reddddorange,1,0,0,0,0,0,0,0,0,0,2
9978,@Osya_Levinson,0,0,1,0,0,0,0,0,0,0,3
9981,@richmenaft,0,0,0,0,1,0,0,0,0,0,1
9982,@vatislov,0,0,0,0,0,0,0,0,0,1,9
9983,@makeloveuse,0,0,0,0,0,0,0,1,0,0,5
9984,@rrgadjiev,0,1,0,0,0,0,0,0,0,0,0
9986,@ZlayaKolbaska,0,0,0,0,1,0,0,0,0,0,1
9988,@soniczver,0,0,0,0,0,0,0,0,1,0,8
9990,@Gremozeka,0,1,0,0,0,0,0,0,0,0,0
9991,@captainarmenian,0,0,0,0,0,0,0,0,1,0,8
9992,@makerone1,0,0,0,0,1,0,0,0,0,0,1
9993,@akin__46,0,0,0,0,0,1,0,0,0,0,4
9995,@Olenka52835564,1,0,0,0,0,0,0,0,0,0,2
9998,@alex9404375,1,0,0,0,0,0,0,0,0,0,2
9999,@cuteharley,0,0,0,1,0,0,0,0,0,0,6
10001,@LenTropina,0,0,0,0,1,0,0,0,0,0,1
10002,@helgaroma,0,0,0,1,0,0,0,0,0,0,6
10003,@savvaaa3,0,0,0,0,1,0,0,0,0,0,1
10004,@anastas_melikov,1,0,0,0,0,0,0,0,0,0,2
10005,@zapanskoy,0,1,0,0,0,0,0,0,0,0,0
10008,@digitalcat_ua,1,0,0,0,0,0,0,0,0,0,2
10010,@Serge_Semenov,1,0,0,0,0,0,0,0,0,0,2
10011,@rockingdemon2,0,0,0,0,1,0,0,0,0,0,1
10014,@Shika_286,0,1,0,0,0,0,0,0,0,0,0
10017,@Compacttv,0,1,0,0,0,0,0,0,0,0,0
10018,@grustnystudent,0,0,1,0,0,0,0,0,0,0,3
10019,@alextrveller,0,0,0,0,0,0,1,0,0,0,7
10020,@orehFM,1,0,0,0,0,0,0,0,0,0,2
10023,@DeYurik1,0,0,0,0,0,0,1,0,0,0,7
10025,@asockwithnocock,0,0,0,0,1,0,0,0,0,0,1
10026,@angezubenko,0,1,0,0,0,0,0,0,0,0,0
10029,@AHHbIBAHHA,0,0,0,0,1,0,0,0,0,0,1
10031,@zueva_16,0,1,0,0,0,0,0,0,0,0,0
10032,@Trrealent,1,0,0,0,0,0,0,0,0,0,2
10035,@virtopuz,1,0,0,0,0,0,0,0,0,0,2
10036,@GBIRUS2,0,0,1,0,0,0,0,0,0,0,3
10037,@Siguero,0,0,0,1,0,0,0,0,0,0,6
10038,@amel200679,0,0,1,0,0,0,0,0,0,0,3
10039,@VShokoladik,0,0,0,1,0,0,0,0,0,0,6
10040,@ToEarlyToGetUp,0,1,0,0,0,0,0,0,0,0,0
10041,@saryabloko,0,0,1,0,0,0,0,0,0,0,3
10042,@KvkMarcvik,1,0,0,0,0,0,0,0,0,0,2
10043,@borodina_pl,0,1,0,0,0,0,0,0,0,0,0
10044,@Enkhee43317383,0,0,0,0,0,1,0,0,0,0,4
10045,@TurtsiaTyrets,0,0,0,0,0,0,0,0,0,1,9
10046,@Karamelyka0,0,0,0,0,1,0,0,0,0,0,1
10049,@alex35906,0,1,0,0,0,0,0,0,0,0,0
10050,@PPopados,0,1,0,0,0,0,0,0,0,0,0
10051,@XkatenokX,0,1,0,0,0,0,0,0,0,0,0
10052,@oT0us9JwWG9EBDY,0,0,0,0,0,0,0,1,0,0,5
10054,@juliannadens,0,1,0,0,0,0,0,0,0,0,0
10056,@SiamMag,0,0,0,1,0,0,0,0,0,0,6
10057,@propuskayte,0,0,0,0,0,0,0,1,0,0,5
10058,@_Dancing_Bunny_,1,0,0,0,0,0,0,0,0,0,2
10059,@SuuuuuuuuuunHi,0,0,1,0,0,0,0,0,0,0,3
10062,@VotEtoZhmihnulo,0,0,0,0,0,1,0,0,0,0,4
10063,@agapiester,0,1,0,0,0,0,0,0,0,0,0
10064,@OhanyanDavid,0,0,1,0,0,0,0,0,0,0,3
10065,@G4hKsc2jOALKwtQ,0,0,1,0,0,0,0,0,0,0,3
10068,@tonystarkattack,1,0,0,0,0,0,0,0,0,0,2
10069,@8YOO4NR7MUqn47m,0,0,0,1,0,0,0,0,0,0,6
10070,@wscriptsru,0,0,0,1,0,0,0,0,0,0,6
10071,@shunezka,0,1,0,0,0,0,0,0,0,0,0
10073,@Shatura73,0,0,0,0,0,0,0,1,0,0,5
10074,@zeferka,0,0,1,0,0,0,0,0,0,0,3
10077,@JofTheHiChiLaw,0,0,1,0,0,0,0,0,0,0,3
10079,@Obinteressnom,0,1,0,0,0,0,0,0,0,0,0
10081,@ukwangaa,0,1,0,0,0,0,0,0,0,0,0
10082,@it2bsns,0,0,0,0,0,0,0,0,0,1,9
10083,@ivanovskoe_vao,0,0,1,0,0,0,0,0,0,0,3
10086,@HandMade39ru,0,1,0,0,0,0,0,0,0,0,0
10087,@not_your_grl,0,1,0,0,0,0,0,0,0,0,0
10089,@AttorneyMorozov,0,1,0,0,0,0,0,0,0,0,0
10090,@igorkushnarevl1,1,0,0,0,0,0,0,0,0,0,2
10091,@bichelspb,0,0,0,0,0,0,0,1,0,0,5
10093,@ili4___,0,0,1,0,0,0,0,0,0,0,3
10094,@allad52,0,1,0,0,0,0,0,0,0,0,0
10095,@M_Bezrukov,0,0,0,1,0,0,0,0,0,0,6
10096,@Kotovcki1,0,1,0,0,0,0,0,0,0,0,0
10098,@Zhivatma2,0,0,0,0,1,0,0,0,0,0,1
10102,@Alex555515,0,0,0,1,0,0,0,0,0,0,6
10103,@bunorabu,1,0,0,0,0,0,0,0,0,0,2
10105,@oldfag_tv,0,0,0,1,0,0,0,0,0,0,6
10106,@tDfnEwGXH5We5Pd,1,0,0,0,0,0,0,0,0,0,2
10107,@gevorkyan_d,0,0,0,0,1,0,0,0,0,0,1
10108,@lisova_tyan,0,1,0,0,0,0,0,0,0,0,0
10110,@Tatyana13062508,1,0,0,0,0,0,0,0,0,0,2
10111,@ChineseEmbinRus,0,0,0,0,0,0,0,0,1,0,8
10113,@4Fkueg1zWq31FHu,0,1,0,0,0,0,0,0,0,0,0
10114,@Maiorov63,0,1,0,0,0,0,0,0,0,0,0
10115,@molodoyraider,0,0,0,0,0,0,1,0,0,0,7
10116,@CrazzyRaspberry,0,1,0,0,0,0,0,0,0,0,0
10117,@xxx_abuse,0,1,0,0,0,0,0,0,0,0,0
10119,@KabanMadan,0,0,0,0,0,1,0,0,0,0,4
10120,@soleynyk,0,0,0,0,0,1,0,0,0,0,4
10122,@alrpol,1,0,0,0,0,0,0,0,0,0,2
10124,@pechNnik,0,1,0,0,0,0,0,0,0,0,0
10125,@odnteploset,1,0,0,0,0,0,0,0,0,0,2
10126,@PfYPhprs8KuAzvM,0,0,0,0,1,0,0,0,0,0,1
10127,@nigel_sky,1,0,0,0,0,0,0,0,0,0,2
10128,@AndreyMikey,0,0,1,0,0,0,0,0,0,0,3
10130,@Olympic_Russia,1,0,0,0,0,0,0,0,0,0,2
10132,@esken_h,0,0,1,0,0,0,0,0,0,0,3
10133,@sntMichurinec,1,0,0,0,0,0,0,0,0,0,2
10134,@_annromanova,1,0,0,0,0,0,0,0,0,0,2
10135,@sv_pepper,0,0,1,0,0,0,0,0,0,0,3
10136,@smart4trade,0,1,0,0,0,0,0,0,0,0,0
10138,@SergeDenisov2,0,0,0,0,0,0,1,0,0,0,7
10139,@mi_bo_mi,0,1,0,0,0,0,0,0,0,0,0
10140,@elenalariono8a,0,0,0,1,0,0,0,0,0,0,6
10141,@MadTitan4all,0,0,0,0,0,0,1,0,0,0,7
10142,@Sov_Sek,0,1,0,0,0,0,0,0,0,0,0
10143,@irina_kaim,1,0,0,0,0,0,0,0,0,0,2
10144,@IvanPetriv3,0,0,0,0,1,0,0,0,0,0,1
10149,@scyfe11,0,1,0,0,0,0,0,0,0,0,0
10150,@mytar_piter,0,0,0,0,0,1,0,0,0,0,4
10152,@kondratyevva_,0,0,0,0,0,1,0,0,0,0,4
10154,@2903Nastya,0,0,0,0,1,0,0,0,0,0,1
10155,@ChelikYulia,0,0,0,0,0,1,0,0,0,0,4
10156,@nastal0,0,0,1,0,0,0,0,0,0,0,3
10157,@Roman_El_Ruso,0,0,0,0,0,1,0,0,0,0,4
10158,@Rita_Sarkisyan,1,0,0,0,0,0,0,0,0,0,2
10159,@Siberia39069249,0,0,1,0,0,0,0,0,0,0,3
10160,@Eto_Turkiye,0,0,0,0,0,1,0,0,0,0,4
10161,@DinoDArk665,1,0,0,0,0,0,0,0,0,0,2
10162,@yaroslavskyvest,0,0,0,1,0,0,0,0,0,0,6
10164,@itsjokun,0,1,0,0,0,0,0,0,0,0,0
10167,@M5NZyOhxPbaRTaE,0,0,0,0,1,0,0,0,0,0,1
10168,@avesergio,1,0,0,0,0,0,0,0,0,0,2
10169,@mscapitalru,0,0,1,0,0,0,0,0,0,0,3
10170,@gWCxOlbIllgtSNm,0,0,0,1,0,0,0,0,0,0,6
10173,@fkirkorov,0,0,0,0,1,0,0,0,0,0,1
10175,@Sonkaaa6,0,0,1,0,0,0,0,0,0,0,3
10176,@TheRoseStory1,0,1,0,0,0,0,0,0,0,0,0
10177,@Portal_AMDnews,0,0,0,0,1,0,0,0,0,0,1
10178,@vgiss2014,1,0,0,0,0,0,0,0,0,0,2
10179,@d1h4HLpWgkBec3K,0,0,0,0,0,0,0,0,1,0,8
10180,@andronsay,0,1,0,0,0,0,0,0,0,0,0
10183,@pavel_bogdanov,0,0,0,0,0,0,0,1,0,0,5
10184,@mabwch,1,0,0,0,0,0,0,0,0,0,2
10185,@odincovomfc,0,0,0,0,0,0,0,0,1,0,8
10187,@Risen_Master,0,0,1,0,0,0,0,0,0,0,3
10189,@stradalets_ept,0,0,0,1,0,0,0,0,0,0,6
10190,@GilboShel,1,0,0,0,0,0,0,0,0,0,2
10191,@Streptocid,0,0,0,0,0,1,0,0,0,0,4
10192,@DonnaVita4,1,0,0,0,0,0,0,0,0,0,2
10193,@CityOrel,0,0,0,1,0,0,0,0,0,0,6
10195,@Eduard_Sadykhov,1,0,0,0,0,0,0,0,0,0,2
10196,@Cheyn_Stocks,0,1,0,0,0,0,0,0,0,0,0
10197,@AminaLes,0,0,1,0,0,0,0,0,0,0,3
10198,@rita__silina,1,0,0,0,0,0,0,0,0,0,2
10199,@chestniy_yurist,0,0,1,0,0,0,0,0,0,0,3
10203,@Liza_Rocke,0,1,0,0,0,0,0,0,0,0,0
10204,@vesnadgina,0,0,0,0,0,0,1,0,0,0,7
10205,@ulyulyushka,0,0,1,0,0,0,0,0,0,0,3
10206,@quidlir,1,0,0,0,0,0,0,0,0,0,2
10207,@vedicdotsu,0,0,0,1,0,0,0,0,0,0,6
10208,@Kevin_kori,0,1,0,0,0,0,0,0,0,0,0
10209,@boy_from_DPR,0,0,0,0,0,0,1,0,0,0,7
10210,@StarikovSS,0,0,1,0,0,0,0,0,0,0,3
10211,@Kazan_Journal,0,0,0,1,0,0,0,0,0,0,6
10212,@SovokStop,1,0,0,0,0,0,0,0,0,0,2
10213,@Ankotok,1,0,0,0,0,0,0,0,0,0,2
10215,@Bogomolov_O,0,1,0,0,0,0,0,0,0,0,0
10217,@goshokov59,0,0,1,0,0,0,0,0,0,0,3
10218,@kovalkovsky2017,1,0,0,0,0,0,0,0,0,0,2
10219,@lida_1955,1,0,0,0,0,0,0,0,0,0,2
10220,@mm_maaru,0,1,0,0,0,0,0,0,0,0,0
10221,@MoLo4inKa,1,0,0,0,0,0,0,0,0,0,2
10223,@Artas79925106,0,0,0,0,1,0,0,0,0,0,1
10224,@shutki3a300,0,1,0,0,0,0,0,0,0,0,0
10225,@nikita_estishin,0,1,0,0,0,0,0,0,0,0,0
10226,@KFelizia,0,0,0,0,0,0,0,0,1,0,8
10229,@dolgodilina,0,1,0,0,0,0,0,0,0,0,0
10230,@sashok2k,1,0,0,0,0,0,0,0,0,0,2
10231,@samjengo,1,0,0,0,0,0,0,0,0,0,2
10232,@kamajuki,0,0,0,0,0,0,0,1,0,0,5
10233,@IssidoraI,0,0,0,0,0,0,0,1,0,0,5
10234,@drujokrichi,0,0,0,1,0,0,0,0,0,0,6
10237,@Katrine_Gromov,0,1,0,0,0,0,0,0,0,0,0
10239,@voginfo,1,0,0,0,0,0,0,0,0,0,2
10240,@EkimovDeny,1,0,0,0,0,0,0,0,0,0,2
10241,@stacialokti,0,0,0,0,0,0,1,0,0,0,7
10243,@quantsalus_com,0,1,0,0,0,0,0,0,0,0,0
10246,@dinosa4r,1,0,0,0,0,0,0,0,0,0,2
10247,@6cVgbOv4l3n6Zij,0,1,0,0,0,0,0,0,0,0,0
10248,@Adam_Pushkin,0,1,0,0,0,0,0,0,0,0,0
10250,@Mr_Kaminskyi1,0,0,1,0,0,0,0,0,0,0,3
10251,@TaERcY4vRWy9A0l,0,1,0,0,0,0,0,0,0,0,0
10252,@UpravaMR,1,0,0,0,0,0,0,0,0,0,2
10253,@ment_legaviy,0,0,0,0,0,0,1,0,0,0,7
10254,@olzh2005,1,0,0,0,0,0,0,0,0,0,2
10255,@lyubaevap,0,1,0,0,0,0,0,0,0,0,0
10256,@dorogo_x,0,0,0,1,0,0,0,0,0,0,6
10257,@apatrikac,0,0,0,0,0,0,0,1,0,0,5
10258,@Igor_Lusko,0,0,1,0,0,0,0,0,0,0,3
10259,@IrinaVikhareva7,0,0,0,0,0,0,0,0,0,1,9
10260,@mioru_x,1,0,0,0,0,0,0,0,0,0,2
10261,@photobyalmor,1,0,0,0,0,0,0,0,0,0,2
10262,@Evgenia73771478,1,0,0,0,0,0,0,0,0,0,2
10263,@Anastasiya1519,0,1,0,0,0,0,0,0,0,0,0
10269,@MadhatterZero,0,1,0,0,0,0,0,0,0,0,0
10270,@nastassia_sanko,0,0,0,1,0,0,0,0,0,0,6
10271,@Alex_Romanoff,0,0,0,0,0,0,0,0,1,0,8
10272,@1rpxfD978yQNor5,0,1,0,0,0,0,0,0,0,0,0
10273,@iddwexx,0,0,0,0,1,0,0,0,0,0,1
10275,@jetset_news,0,0,1,0,0,0,0,0,0,0,3
10276,@AlekseyPopov999,0,1,0,0,0,0,0,0,0,0,0
10280,@Ecospectrum1,0,0,0,0,0,0,1,0,0,0,7
10281,@Dasha_loverrrr,0,1,0,0,0,0,0,0,0,0,0
10282,@neverblued,0,0,1,0,0,0,0,0,0,0,3
10283,@sansan_vocal,0,1,0,0,0,0,0,0,0,0,0
10284,@Vologda_Arenda,0,0,0,0,0,1,0,0,0,0,4
10285,@vladislava_mos,0,0,0,1,0,0,0,0,0,0,6
10288,@vtnick54,0,0,1,0,0,0,0,0,0,0,3
10289,@Alex0s,0,0,0,1,0,0,0,0,0,0,6
10290,@natali_roz,0,0,1,0,0,0,0,0,0,0,3
10291,@rgagarinskiy1,0,0,0,0,0,0,0,0,1,0,8
10292,@oookurs,0,0,1,0,0,0,0,0,0,0,3
10293,@l_r125,0,1,0,0,0,0,0,0,0,0,0
10294,@elenavlublennay,1,0,0,0,0,0,0,0,0,0,2
10295,@NewChampions16,1,0,0,0,0,0,0,0,0,0,2
10296,@Olya_Fominova,0,0,0,0,0,1,0,0,0,0,4
10297,@sakosotto,0,0,0,0,0,0,0,1,0,0,5
10298,@idinahoysuka,0,0,1,0,0,0,0,0,0,0,3
10300,@OTeatr,1,0,0,0,0,0,0,0,0,0,2
10301,@k33lissred,0,1,0,0,0,0,0,0,0,0,0
10305,@Oksana_Moscow,0,1,0,0,0,0,0,0,0,0,0
10308,@mnatsatsa1,0,0,0,0,0,0,0,1,0,0,5
10309,@DALopatenok,0,0,0,0,0,0,1,0,0,0,7
10311,@SergeyLovygin,0,0,0,0,0,1,0,0,0,0,4
10312,@MargaritaMst,0,0,1,0,0,0,0,0,0,0,3
10313,@NevskyLoftStud,0,1,0,0,0,0,0,0,0,0,0
10319,@LucaRood,0,0,0,0,0,0,1,0,0,0,7
10320,@levvptentsov,0,1,0,0,0,0,0,0,0,0,0
10321,@Makasarsky,0,0,0,0,0,0,1,0,0,0,7
10323,@nina_CCCP,0,0,1,0,0,0,0,0,0,0,3
10324,@NatgeoCrimea,0,0,0,0,1,0,0,0,0,0,1
10326,@ShakeitShopping,0,0,0,0,0,0,0,0,0,1,9
10327,@MediaAz1,0,0,1,0,0,0,0,0,0,0,3
10328,@Elefantiy,0,0,1,0,0,0,0,0,0,0,3
10329,@LyubaBright,0,0,1,0,0,0,0,0,0,0,3
10330,@Andrei53567614,0,1,0,0,0,0,0,0,0,0,0
10331,@vasylyi_,0,0,1,0,0,0,0,0,0,0,3
10335,@BenEldeniz,0,1,0,0,0,0,0,0,0,0,0
10336,@maksdesyatkin,0,0,0,0,0,1,0,0,0,0,4
10338,@sovenochenka,1,0,0,0,0,0,0,0,0,0,2
10339,@litulupenko,1,0,0,0,0,0,0,0,0,0,2
10340,@AutumnWhiteWind,1,0,0,0,0,0,0,0,0,0,2
10341,@mariya_zero,1,0,0,0,0,0,0,0,0,0,2
10342,@Dogs_Mode,0,1,0,0,0,0,0,0,0,0,0
10344,@appelapel,0,0,1,0,0,0,0,0,0,0,3
10345,@bigloveforwine,0,0,1,0,0,0,0,0,0,0,3
10347,@zasorovnet,0,0,0,1,0,0,0,0,0,0,6
10349,@engineer_silver,0,0,0,1,0,0,0,0,0,0,6
10351,@prokhorovaleria,0,0,0,1,0,0,0,0,0,0,6
10352,@aleborodach,0,0,0,0,0,1,0,0,0,0,4
10354,@irenchazz,1,0,0,0,0,0,0,0,0,0,2
10356,@ihav3spok3n,0,0,0,0,0,0,0,1,0,0,5
10357,@aborohin,1,0,0,0,0,0,0,0,0,0,2
10358,@Saimon_Foxter,0,0,1,0,0,0,0,0,0,0,3
10364,@smnchukv,0,0,0,0,1,0,0,0,0,0,1
10369,@gazeta_tula,0,0,1,0,0,0,0,0,0,0,3
10370,@VladimirPelcix8,1,0,0,0,0,0,0,0,0,0,2
10371,@MadeInVoronej,0,0,0,1,0,0,0,0,0,0,6
10372,@valerielyakh,0,0,1,0,0,0,0,0,0,0,3
10373,@sabatannar,0,0,0,1,0,0,0,0,0,0,6
10374,@__R0nin__,0,1,0,0,0,0,0,0,0,0,0
10375,@donetsk_donntu,1,0,0,0,0,0,0,0,0,0,2
10376,@mfn_ru,1,0,0,0,0,0,0,0,0,0,2
10377,@LQuik,0,0,0,1,0,0,0,0,0,0,6
10378,@hristovasofa,0,0,0,1,0,0,0,0,0,0,6
10379,@smotritkot,0,0,0,0,0,0,0,0,0,1,9
10380,@assol_new,0,0,0,0,1,0,0,0,0,0,1
10381,@bulgariabgbg,0,1,0,0,0,0,0,0,0,0,0
10383,@VDzhabarov,1,0,0,0,0,0,0,0,0,0,2
10384,@Lokich6,0,0,0,1,0,0,0,0,0,0,6
10385,@ArtiKlaus,0,0,0,0,1,0,0,0,0,0,1
10386,@Kickydi,0,0,0,1,0,0,0,0,0,0,6
10387,@smi_ppr,0,1,0,0,0,0,0,0,0,0,0
10390,@georgik19511,1,0,0,0,0,0,0,0,0,0,2
10393,@Gost_YA,0,1,0,0,0,0,0,0,0,0,0
10395,@Avanta_MSK,0,0,0,1,0,0,0,0,0,0,6
10396,@avalspro,0,1,0,0,0,0,0,0,0,0,0
10397,@malenkiy_kaktys,1,0,0,0,0,0,0,0,0,0,2
10398,@nyk_konev,1,0,0,0,0,0,0,0,0,0,2
10399,@funtazy5,1,0,0,0,0,0,0,0,0,0,2
10400,@izanalaezizan1,1,0,0,0,0,0,0,0,0,0,2
10401,@Mrserioussamm,1,0,0,0,0,0,0,0,0,0,2
10402,@dalexdavidoff,1,0,0,0,0,0,0,0,0,0,2
10404,@travoltaballs,1,0,0,0,0,0,0,0,0,0,2
10405,@Polindos_,0,0,1,0,0,0,0,0,0,0,3
10406,@pravdinskiy,0,0,1,0,0,0,0,0,0,0,3
10407,@rabotorgovets,1,0,0,0,0,0,0,0,0,0,2
10409,@365Cash,0,0,1,0,0,0,0,0,0,0,3
10412,@TopNewsRussiaa,0,1,0,0,0,0,0,0,0,0,0
10414,@Ikaigfenith,1,0,0,0,0,0,0,0,0,0,2
10415,@RuTavilion,1,0,0,0,0,0,0,0,0,0,2
10416,@TyshkomNyshkom,0,1,0,0,0,0,0,0,0,0,0
10417,@ngKW06i0w9Cgzc4,0,1,0,0,0,0,0,0,0,0,0
10418,@selfish_hoba,0,0,1,0,0,0,0,0,0,0,3
10419,@russiananalitic,0,1,0,0,0,0,0,0,0,0,0
10420,@Twich_ru,0,0,0,0,0,0,0,1,0,0,5
10421,@monk_pz,0,0,1,0,0,0,0,0,0,0,3
10422,@AZurabAZ,0,0,0,0,0,0,0,0,0,1,9
10423,@kasparss1968,1,0,0,0,0,0,0,0,0,0,2
10424,@argonida18,0,1,0,0,0,0,0,0,0,0,0
10426,@saymaybae,0,0,1,0,0,0,0,0,0,0,3
10427,@bulgari1971,1,0,0,0,0,0,0,0,0,0,2
10428,@regchhills,1,0,0,0,0,0,0,0,0,0,2
10429,@Dvachevskayaya,0,0,0,0,1,0,0,0,0,0,1
10430,@makseemsgood,0,1,0,0,0,0,0,0,0,0,0
10431,@Gudiny,0,0,0,0,1,0,0,0,0,0,1
10433,@SilverySprut,0,1,0,0,0,0,0,0,0,0,0
10436,@good_day_Den,0,1,0,0,0,0,0,0,0,0,0
10437,@Felix09130832,0,0,0,0,1,0,0,0,0,0,1
10438,@XNFcOWoUbiLoRKN,0,1,0,0,0,0,0,0,0,0,0
10440,@mezon79,0,0,1,0,0,0,0,0,0,0,3
10442,@nekrasovtv,0,0,0,0,1,0,0,0,0,0,1
10443,@bank73428948,0,0,1,0,0,0,0,0,0,0,3
10446,@samtytakoy,0,1,0,0,0,0,0,0,0,0,0
10447,@igordrozniak,0,0,0,1,0,0,0,0,0,0,6
10449,@Unurtsetsegn,1,0,0,0,0,0,0,0,0,0,2
10450,@dersirbanan,0,1,0,0,0,0,0,0,0,0,0
10451,@Dan1l1ng,0,1,0,0,0,0,0,0,0,0,0
10452,@dr_zhopius,0,0,0,0,0,0,0,0,0,1,9
10453,@SonchaKapa,0,0,0,1,0,0,0,0,0,0,6
10454,@blitz_ru,0,0,0,1,0,0,0,0,0,0,6
10456,@_Gerasim_,0,1,0,0,0,0,0,0,0,0,0
10459,@pubtrans57,0,0,0,1,0,0,0,0,0,0,6
10461,@valeev50,0,0,0,0,0,0,0,0,1,0,8
10463,@PidorRendich,0,1,0,0,0,0,0,0,0,0,0
10464,@gRXq67xV8o2ttUC,1,0,0,0,0,0,0,0,0,0,2
10465,@stationbuild,0,1,0,0,0,0,0,0,0,0,0
10466,@galina261259,0,1,0,0,0,0,0,0,0,0,0
10467,@LikeTwain,0,0,0,1,0,0,0,0,0,0,6
10468,@SallyVomber,1,0,0,0,0,0,0,0,0,0,2
10470,@santaleonovich,1,0,0,0,0,0,0,0,0,0,2
10471,@kornilov31,0,1,0,0,0,0,0,0,0,0,0
10472,@Guliaev52,0,0,0,0,0,0,0,1,0,0,5
10473,@exkavatory,0,1,0,0,0,0,0,0,0,0,0
10474,@AmulangaLid,0,1,0,0,0,0,0,0,0,0,0
10475,@Nurzhan_Ibrahim,0,1,0,0,0,0,0,0,0,0,0
10476,@vasilyev2256,0,0,1,0,0,0,0,0,0,0,3
10477,@ork1000,0,1,0,0,0,0,0,0,0,0,0
10482,@Boltowski5776,0,0,0,0,1,0,0,0,0,0,1
10483,@triakomm,0,0,0,1,0,0,0,0,0,0,6
10485,@SapelSV,0,0,0,1,0,0,0,0,0,0,6
10486,@rubber_friend,1,0,0,0,0,0,0,0,0,0,2
10487,@Cstn_FBI_Dark,1,0,0,0,0,0,0,0,0,0,2
10489,@nstsmirnova,0,1,0,0,0,0,0,0,0,0,0
10492,@SprosyMenyaKak,0,0,0,0,0,0,0,1,0,0,5
10495,@kemerovo100let,0,1,0,0,0,0,0,0,0,0,0
10496,@ABurgyla,0,1,0,0,0,0,0,0,0,0,0
10497,@PhotoStrannik,0,0,1,0,0,0,0,0,0,0,3
10498,@schreibermann,0,0,1,0,0,0,0,0,0,0,3
10499,@Svanen_RU,0,0,0,1,0,0,0,0,0,0,6
10500,@urmaverrma,0,1,0,0,0,0,0,0,0,0,0
10501,@SURER8,0,1,0,0,0,0,0,0,0,0,0
10502,@PestunovAndrey,1,0,0,0,0,0,0,0,0,0,2
10503,@burburart,0,1,0,0,0,0,0,0,0,0,0
10504,@likjuqu,0,0,1,0,0,0,0,0,0,0,3
10505,@Dreamer_Sava,0,0,0,1,0,0,0,0,0,0,6
10506,@romanfit1,0,0,1,0,0,0,0,0,0,0,3
10508,@bezkaski,0,0,1,0,0,0,0,0,0,0,3
10511,@The_Fedotov,0,0,0,0,1,0,0,0,0,0,1
10512,@renatok2010,0,1,0,0,0,0,0,0,0,0,0
10513,@yegor256,1,0,0,0,0,0,0,0,0,0,2
10514,@joe_life_show,0,0,0,0,0,1,0,0,0,0,4
10516,@vladslavivanovv,1,0,0,0,0,0,0,0,0,0,2
10517,@mirolubskaya,1,0,0,0,0,0,0,0,0,0,2
10518,@Hellcat_Hiki,0,0,0,0,0,0,1,0,0,0,7
10519,@Murka_Multi,1,0,0,0,0,0,0,0,0,0,2
10520,@Moscow_Angler,0,1,0,0,0,0,0,0,0,0,0
10522,@MarinaLatyshev1,0,0,0,0,0,1,0,0,0,0,4
10523,@dimonShulc,0,1,0,0,0,0,0,0,0,0,0
10524,@borisblinov,0,0,0,0,0,0,0,0,1,0,8
10525,@STUK_SERdtsa,0,0,0,1,0,0,0,0,0,0,6
10526,@hypefame,0,1,0,0,0,0,0,0,0,0,0
10528,@Karen81528965,0,0,1,0,0,0,0,0,0,0,3
10529,@dekokeramru,0,0,0,0,0,0,0,0,1,0,8
10530,@VechnoeLetoTV,1,0,0,0,0,0,0,0,0,0,2
10533,@rosterbilly,1,0,0,0,0,0,0,0,0,0,2
10535,@MarkFree0,1,0,0,0,0,0,0,0,0,0,2
10536,@Noginwide,1,0,0,0,0,0,0,0,0,0,2
10537,@Nunaofyourday,0,0,1,0,0,0,0,0,0,0,3
10538,@ser__bia,0,0,0,1,0,0,0,0,0,0,6
10542,@JuzepeGarybaldy,0,1,0,0,0,0,0,0,0,0,0
10543,@Nata_S_W,0,1,0,0,0,0,0,0,0,0,0
10545,@ksushkisel,1,0,0,0,0,0,0,0,0,0,2
10547,@World_in_fact,1,0,0,0,0,0,0,0,0,0,2
10548,@Marjapoli,1,0,0,0,0,0,0,0,0,0,2
10551,@uborshchitsa56,0,0,0,0,1,0,0,0,0,0,1
10552,@Aleksan12,0,1,0,0,0,0,0,0,0,0,0
10554,@_angrynote_,0,0,0,1,0,0,0,0,0,0,6
10555,@v1wHaAowZXC3bDz,0,0,0,0,0,0,0,1,0,0,5
10557,@JuliaMuzichna,0,1,0,0,0,0,0,0,0,0,0
10558,@SwetLada777,0,0,0,0,0,1,0,0,0,0,4
10560,@lixie_bang,1,0,0,0,0,0,0,0,0,0,2
10562,@am_sould,0,0,0,0,0,0,1,0,0,0,7
10567,@thekatyala,0,0,0,1,0,0,0,0,0,0,6
10568,@pelmeshka__alya,0,1,0,0,0,0,0,0,0,0,0
10569,@cdo109a,0,0,1,0,0,0,0,0,0,0,3
10571,@real1391,0,1,0,0,0,0,0,0,0,0,0
10574,@Zud_West,0,0,0,1,0,0,0,0,0,0,6
10575,@seledkin87,0,0,0,0,0,1,0,0,0,0,4
