,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_11,cluster_12,id
1165,gveronica,0,0,0,0,0,0,0,1,1,0,4,11,78389
1166,savitskiysp,1,0,0,1,0,0,0,0,0,0,2,1,64842
1167,sky_key,0,1,0,0,0,1,0,0,0,0,2,1,71090
1168,aleksid,0,0,1,0,1,0,0,0,0,0,1,5,84663
1169,ira_riddle,1,1,0,0,0,0,0,0,0,0,2,1,22601
1170,xm_mansy,1,0,0,1,0,0,0,0,0,0,2,1,30762
1171,oleglurie_new,0,0,0,0,0,1,0,1,0,0,3,6,63836
1172,142857369,0,0,0,0,0,2,0,0,0,0,5,9,96800
1173,voiks,0,0,0,1,0,1,0,0,0,0,2,1,47259
1174,vdegunino,0,2,0,0,0,0,0,0,0,0,8,3,17685
1175,blagowesch,0,0,0,1,0,0,0,0,1,0,4,11,35127
1176,antosha_hunter,0,0,0,0,0,0,0,1,1,0,4,11,11053
1177,gwinplane,0,0,1,1,0,0,0,0,0,0,2,1,33879
1178,dimagubin,1,0,0,0,0,1,0,0,0,0,2,1,27853
1179,elenalek,1,0,0,1,0,0,0,0,0,0,2,1,24799
1180,tasha_jardinier,0,0,0,0,1,1,0,0,0,0,1,5,37450
1181,annypany,0,0,0,2,0,0,0,0,0,0,0,8,17496
1182,a_g_popov,0,0,0,0,0,2,0,0,0,0,5,9,99420
1183,vladimir_aprg,0,0,0,1,0,0,0,0,0,1,9,4,36720
1184,halcedey,0,0,0,0,0,0,0,0,1,1,4,11,71679
1185,yuriy_09bogatov,0,0,0,0,0,0,1,0,0,0,6,2,70822
1186,vallentinn,0,0,0,0,0,1,1,0,0,0,6,2,37906
1187,audio_man,0,1,1,0,0,0,0,0,0,0,2,1,87426
1188,maja_svir,0,0,1,0,1,0,0,0,0,0,1,5,26150
1189,jonypenza,0,0,1,0,1,0,0,0,0,0,1,5,85966
1190,koleda_vbiznese,0,0,0,0,0,0,2,0,0,0,6,2,14993
1191,zakon_pravo,0,1,0,1,0,0,0,0,0,0,2,1,33626
1192,krasovsky112,0,2,0,0,0,0,0,0,0,0,8,3,86269
1193,sozidatel_lesa,1,0,1,0,0,0,0,0,0,0,2,1,57781
1194,lorddreadnought,0,0,0,1,1,0,0,0,0,0,1,5,11719
1195,chabrez,0,0,0,0,0,0,0,1,1,0,4,11,77984
1196,olga_savchenko,2,0,0,0,0,0,0,0,0,0,7,7,27063
1197,kremlin_curant,0,0,0,1,0,0,0,0,0,1,9,4,75569
1198,all_ab_health10,0,2,0,0,0,0,0,0,0,0,8,3,67483
1199,al3101961_2,1,0,1,0,0,0,0,0,0,0,2,1,54758
1200,wandernd,1,0,0,0,0,0,0,1,0,0,3,6,53373
1201,landeshe,1,1,0,0,0,0,0,0,0,0,2,1,20667
1202,elmira_abdulman,1,0,0,0,0,0,0,0,0,0,7,7,19733
1203,wangpa,0,0,0,0,1,0,1,0,0,0,6,2,11236
1204,logra,0,0,0,0,1,1,0,0,0,0,1,5,54839
1205,besedy_nadache,0,0,0,0,0,1,0,0,0,1,9,4,83921
1206,m_alexandrov,0,0,1,0,0,0,0,1,0,0,3,6,12903
1207,kanaev55,0,0,0,0,0,0,0,0,1,1,4,11,40497
1208,anna_k_39,0,1,0,1,0,0,0,0,0,0,2,1,93161
1209,appraiser,0,0,0,1,1,0,0,0,0,0,1,5,86554
1210,fasterbaster,1,0,0,1,0,0,0,0,0,0,2,1,21360
1211,pailish,1,0,0,0,0,1,0,0,0,0,2,1,88423
1212,nad_niz,0,0,2,0,0,0,0,0,0,0,10,0,30119
1213,sergei_khariton,0,0,0,0,0,0,0,1,0,1,9,6,33502
1214,areal,0,0,0,0,1,1,0,0,0,0,1,5,72382
1215,nigiloff,1,1,0,0,0,0,0,0,0,0,2,1,51061
1216,cfo_russia,0,0,1,0,0,0,1,0,0,0,6,2,14224
1217,showbusiness_13,0,2,0,0,0,0,0,0,0,0,8,3,65536
1218,mpd,0,0,1,0,1,0,0,0,0,0,1,5,79639
1219,stvolar,0,1,0,0,0,0,0,1,0,0,3,6,79147
1220,pavelkusin1982,0,0,0,0,1,1,0,0,0,0,1,5,37301
1221,rayne_minstrel,0,2,0,0,0,0,0,0,0,0,8,3,45670
1222,cs2012,0,2,0,0,0,0,0,0,0,0,8,3,55449
1223,hypershtopor,1,0,0,0,1,0,0,0,0,0,1,5,87606
1224,alekseysc,0,0,0,0,0,1,0,1,0,0,3,6,62636
1225,dr_benshtein,0,0,0,0,0,0,0,0,2,0,4,10,11607
1226,kali2020n,0,0,0,0,0,0,0,0,0,2,9,4,26021
1227,ellisilver,0,0,0,0,0,0,1,0,1,0,4,11,39299
1228,amoeba_cat,0,0,0,2,0,0,0,0,0,0,0,8,26751
1229,pemolux,0,0,2,0,0,0,0,0,0,0,10,0,59932
1230,lisol_74,0,0,0,2,0,0,0,0,0,0,0,8,34952
1231,e_tackleberry,0,0,0,0,0,0,0,2,0,0,3,6,99515
1232,wsewolod_patha,0,0,0,0,0,0,0,2,0,0,3,6,66051
1233,sergeeffff,0,0,1,1,0,0,0,0,0,0,2,1,15802
1234,vivavivacce,0,0,0,0,1,1,0,0,0,0,1,5,33515
1235,masterbooom,0,0,0,0,0,0,1,0,0,1,6,2,33474
1236,romsgor,1,1,0,0,0,0,0,0,0,0,2,1,53725
1237,fal6ivomonet4ik,0,1,0,1,0,0,0,0,0,0,2,1,94950
1238,karont,0,0,0,0,0,1,1,0,0,0,6,2,73290
1239,kostassays,0,0,0,2,0,0,0,0,0,0,0,8,60160
1240,skandy05,0,0,0,2,0,0,0,0,0,0,0,8,45054
1241,ganibaev,2,0,0,0,0,0,0,0,0,0,7,7,79459
1242,vl09,1,0,1,0,0,0,0,0,0,0,2,1,82933
1243,prostopop,1,0,1,0,0,0,0,0,0,0,2,1,61292
1244,konglad,0,0,0,0,0,1,1,0,0,0,6,2,60658
1245,perecati_polina,0,1,0,0,0,0,0,0,0,1,9,4,85899
1246,norg_norg,0,0,0,0,0,1,1,0,0,0,6,2,18982
1247,shibzdya,0,0,0,0,0,1,0,0,0,1,9,4,58057
1248,urease,0,2,0,0,0,0,0,0,0,0,8,3,81052
1249,alexeyreds,1,1,0,0,0,0,0,0,0,0,2,1,61774
1250,spd_vozrojdenie,0,1,0,0,1,0,0,0,0,0,1,5,22086
1251,irazorinaastro,0,2,0,0,0,0,0,0,0,0,8,3,20620
1252,donrf,2,0,0,0,0,0,0,0,0,0,7,7,90249
1253,postpiero,0,0,0,0,0,0,0,1,1,0,4,11,94501
1254,vasilisar,0,0,0,0,0,1,1,0,0,0,6,2,86838
1255,raimial,0,0,0,1,0,1,0,0,0,0,2,1,15801
1256,danillobov94,1,1,0,0,0,0,0,0,0,0,2,1,89752
1257,tovarish_77,0,0,0,2,0,0,0,0,0,0,0,8,60653
1258,777aurora,2,0,0,0,0,0,0,0,0,0,7,7,67115
1259,veequeec,2,0,0,0,0,0,0,0,0,0,7,7,63524
1260,junetiger,1,0,0,1,0,0,0,0,0,0,2,1,52245
1261,rusnazi8814,1,0,0,0,1,0,0,0,0,0,1,5,42981
1262,hookleft,1,1,0,0,0,0,0,0,0,0,2,1,34053
1263,viktorbobrov89,0,0,0,1,0,0,0,0,0,1,9,4,24640
1264,evg_berg,0,0,0,1,1,0,0,0,0,0,1,5,28890
1265,dmitri_obi,0,0,0,0,2,0,0,0,0,0,1,5,23440
1266,a_nikonov,1,0,0,1,0,0,0,0,0,0,2,1,44475
1267,pvych_dvych,0,0,0,0,0,1,0,0,0,1,9,4,13557
1268,mrrusl,0,0,0,2,0,0,0,0,0,0,0,8,70067
1269,mad_dok,1,1,0,0,0,0,0,0,0,0,2,1,33134
1270,vedamost,1,0,1,0,0,0,0,0,0,0,2,1,74272
1271,vredinka0508,0,0,0,0,0,1,1,0,0,0,6,2,82582
1272,axyd80,0,0,0,2,0,0,0,0,0,0,0,8,76627
1273,encycl_morals,0,0,0,1,0,0,1,0,0,0,6,2,51292
1274,beldmit,0,0,0,1,0,0,1,0,0,0,6,2,97620
1275,vse_moi_zametki,1,0,0,0,0,0,0,0,0,1,9,4,54552
1276,anvasil,0,0,1,1,0,0,0,0,0,0,2,1,36084
1277,gorinoov,1,0,0,1,0,0,0,0,0,0,2,1,22483
1278,f_biryukov,0,0,1,0,0,0,0,0,1,0,4,11,18123
1279,ugpost,0,1,0,1,0,0,0,0,0,0,2,1,62719
1280,sidereus_nunc,0,1,1,0,0,0,0,0,0,0,2,1,74561
1281,typodar,0,1,1,0,0,0,0,0,0,0,2,1,36557
1282,zberovskiy_a,0,1,0,0,1,0,0,0,0,0,1,5,33690
1283,tushinetc,0,0,0,0,1,1,0,0,0,0,1,5,74915
1284,16vik09,1,0,1,0,0,0,0,0,0,0,2,1,83361
1285,vetallvv,0,0,1,0,0,0,0,1,0,0,3,6,98754
1286,soblaznmaster,1,0,0,0,0,0,0,0,0,1,9,4,36964
1287,aktsenti,0,0,2,0,0,0,0,0,0,0,10,0,51152
1288,demienian,0,0,0,0,0,0,0,0,1,1,4,11,44045
1289,astroandreev,0,1,1,0,0,0,0,0,0,0,2,1,38409
1290,fraukorps,0,0,0,1,0,1,0,0,0,0,2,1,34489
1291,volynko,0,0,0,0,0,0,0,0,0,2,9,4,76118
1292,igrok_d,0,0,0,0,0,0,0,1,1,0,4,11,55763
1293,samarskykrai,0,0,0,0,0,0,0,2,0,0,3,6,72923
1294,qkowlew,0,0,0,0,0,2,0,0,0,0,5,9,88246
1295,xojiogujibhuk,0,0,0,0,0,1,1,0,0,0,6,2,79119
1296,nastassja1,0,0,2,0,0,0,0,0,0,0,10,0,46016
1297,so_nata_o,0,0,0,1,1,0,0,0,0,0,1,5,86719
1298,zaeuropu,1,1,0,0,0,0,0,0,0,0,2,1,82310
1299,astrolog_kiev,1,0,0,0,1,0,0,0,0,0,1,5,28278
1300,piligrim888,0,0,0,0,0,0,0,2,0,0,3,6,26418
1301,pantherlader,0,0,1,0,0,0,0,0,1,0,4,11,92057
1302,hateter,1,1,0,0,0,0,0,0,0,0,2,1,75495
1303,jgnbvbcnrf,0,0,1,0,0,0,0,0,1,0,4,11,37306
1304,barbazan,0,1,0,1,0,0,0,0,0,0,2,1,25970
1305,m_pol,0,0,1,0,0,1,0,0,0,0,2,1,31528
1306,verbinina,0,0,0,1,1,0,0,0,0,0,1,5,55632
1307,devider,0,0,0,0,2,0,0,0,0,0,1,5,33448
1308,bestinvestments,1,0,0,0,0,0,1,0,0,0,6,2,62908
1309,hamzevich,0,0,0,2,0,0,0,0,0,0,0,8,47741
1310,nsglinka,2,0,0,0,0,0,0,0,0,0,7,7,34985
1311,tereza_18,0,0,1,0,0,0,0,0,0,1,9,4,45485
1312,pritecci13,0,0,0,0,2,0,0,0,0,0,1,5,37646
1313,lesovikov,1,0,0,0,0,0,1,0,0,0,6,2,15212
1314,leralerin,0,0,0,1,0,0,0,0,0,1,9,4,21751
1315,semenspokojnyj,0,0,0,0,1,0,0,1,0,0,1,6,76515
1316,sonna_yumo,2,0,0,0,0,0,0,0,0,0,7,7,95523
1317,zelenka_oy_oy,1,0,1,0,0,0,0,0,0,0,2,1,34528
1318,constantinoff,0,0,0,0,1,0,0,0,0,1,9,4,58321
1319,ivory_zoo,0,2,0,0,0,0,0,0,0,0,8,3,53251
1320,y_xylu,0,1,0,0,1,0,0,0,0,0,1,5,36788
1321,ktoeslineti,0,2,0,0,0,0,0,0,0,0,8,3,68631
1322,rossiyanin_2020,0,0,0,1,1,0,0,0,0,0,1,5,21825
1323,glukovarenik,0,0,0,0,0,0,0,1,1,0,4,11,90467
1324,vasyakinvaleriy,0,0,0,0,0,0,1,0,0,1,6,2,18480
1325,skier69,0,1,0,0,1,0,0,0,0,0,1,5,95641
1326,stas_redugol,0,1,0,1,0,0,0,0,0,0,2,1,42745
1327,yuriyko,1,0,1,0,0,0,0,0,0,0,2,1,59707
1328,bloger_prof,0,0,0,0,0,0,1,1,0,0,6,2,71811
1329,evgeniy_suetin,1,0,0,0,0,0,0,0,1,0,4,11,68255
1330,rusvoy,1,1,0,0,0,0,0,0,0,0,2,1,35995
1331,protectionmask,0,0,0,2,0,0,0,0,0,0,0,8,10349
1332,bigzik,0,0,0,0,1,1,0,0,0,0,1,5,89354
1333,amircapital,2,0,0,0,0,0,0,0,0,0,7,7,44142
1334,evil_greek,0,0,0,0,0,1,1,0,0,0,6,2,97618
1335,prah00,2,0,0,0,0,0,0,0,0,0,7,7,22696
1336,alaric_,0,0,0,0,0,1,0,0,1,0,4,11,62163
1337,ari_leo_lio,1,0,1,0,0,0,0,0,0,0,2,1,75936
1338,ewushka,2,0,0,0,0,0,0,0,0,0,7,7,59008
1339,vsetoje,2,0,0,0,0,0,0,0,0,0,7,7,42614
1340,peripateticniko,0,0,0,0,0,0,0,2,0,0,3,6,84496
1341,abdalkin_mihail,1,0,0,0,0,0,0,0,0,1,9,4,97329
1342,oleg_sentia,1,0,0,1,0,0,0,0,0,0,2,1,55101
1343,slovakia_blog,0,0,1,1,0,0,0,0,0,0,2,1,22023
1344,nregs,1,0,0,1,0,0,0,0,0,0,2,1,21776
1345,dad_bear,0,0,1,0,1,0,0,0,0,0,1,5,46413
1346,alexandr_sam,0,1,0,0,0,0,0,1,0,0,3,6,45353
1347,mikhail_frunze,0,0,1,0,0,1,0,0,0,0,2,1,73374
1348,yuriarakcheev,0,0,0,1,1,0,0,0,0,0,1,5,54822
1349,sasshyna,1,0,1,0,0,0,0,0,0,0,2,1,12692
1350,z_vorazan,1,1,0,0,0,0,0,0,0,0,2,1,75025
1351,tillithevilli,2,0,0,0,0,0,0,0,0,0,7,7,51113
1352,turbinalex,0,0,0,1,1,0,0,0,0,0,1,5,61305
1353,bulochnikov,0,0,0,0,0,0,0,1,0,1,9,6,39356
1354,allareznik,0,2,0,0,0,0,0,0,0,0,8,3,99433
1355,juliasindrevich,1,1,0,0,0,0,0,0,0,0,2,1,19460
1356,revsocdem,0,0,0,0,0,1,0,1,0,0,3,6,80447
1357,linamiklika,0,0,0,0,1,1,0,0,0,0,1,5,83533
1358,kolonist62,0,0,0,0,0,2,0,0,0,0,5,9,25396
1359,alexzirya,0,0,0,0,1,0,0,1,0,0,1,6,85963
1360,aanklaja,1,0,0,0,0,0,1,0,0,0,6,2,23656
1361,messidra,0,1,0,0,0,1,0,0,0,0,2,1,45176
1362,drtsuker,0,0,0,0,2,0,0,0,0,0,1,5,57479
1363,feuf,0,0,0,0,1,0,0,0,1,0,4,11,90677
1364,martovskykot,0,1,1,0,0,0,0,0,0,0,2,1,60057
1365,maximrostotsky,0,0,0,2,0,0,0,0,0,0,0,8,78928
1366,athunder,0,1,0,0,1,0,0,0,0,0,1,5,62623
1367,sylonstiv,1,0,0,1,0,0,0,0,0,0,2,1,11829
1368,nomad242,0,2,0,0,0,0,0,0,0,0,8,3,99396
1369,tpaxtop_ibnivan,0,0,0,1,1,0,0,0,0,0,1,5,53406
1370,forwardk,1,0,0,0,1,0,0,0,0,0,1,5,44140
1371,vendylon,0,0,0,0,0,0,0,1,1,0,4,11,24322
1372,smirnov80,0,1,1,0,0,0,0,0,0,0,2,1,41538
1373,kraskairina,0,0,0,1,0,0,0,1,0,0,3,6,95776
1374,korystoliub,1,0,0,0,0,0,1,0,0,0,6,2,36231
1375,a_khromova,1,1,0,0,0,0,0,0,0,0,2,1,37936
1376,truentb,0,0,0,2,0,0,0,0,0,0,0,8,49802
1377,gno_ma,1,1,0,0,0,0,0,0,0,0,2,1,79288
1378,yckazantip,1,0,0,0,0,1,0,0,0,0,2,1,43123
1379,jeteraconte,2,0,0,0,0,0,0,0,0,0,7,7,35724
1380,alisa_morozova,2,0,0,0,0,0,0,0,0,0,7,7,59094
1381,kazan_love,1,0,1,0,0,0,0,0,0,0,2,1,93508
1382,al_ghe,0,1,1,0,0,0,0,0,0,0,2,1,31142
1383,fialkafialka,0,0,0,0,1,0,1,0,0,0,6,2,37275
1384,vitaliysitnik,1,1,0,0,0,0,0,0,0,0,2,1,23457
1385,alex5913,0,0,0,1,0,0,0,1,0,0,3,6,96866
1386,rusdrus,0,2,0,0,0,0,0,0,0,0,8,3,22078
1387,sonateam,0,2,0,0,0,0,0,0,0,0,8,3,45847
1388,operds,0,1,1,0,0,0,0,0,0,0,2,1,43435
1389,vnuk_katona,0,0,0,1,1,0,0,0,0,0,1,5,87817
1390,lucernascientia,0,1,0,0,0,1,0,0,0,0,2,1,69972
1391,ilyinskaya,0,1,0,1,0,0,0,0,0,0,2,1,67498
1392,odinler,1,1,0,0,0,0,0,0,0,0,2,1,59810
1393,anisiya_12,0,0,1,0,0,1,0,0,0,0,2,1,94045
1394,oltsspeak,0,0,0,0,1,1,0,0,0,0,1,5,50682
1395,alexiy_v,1,0,0,0,1,0,0,0,0,0,1,5,58623
1396,mihpotach,0,1,0,0,0,0,0,0,0,0,8,3,95238
1397,blankmar,0,0,0,0,0,1,0,0,0,0,5,9,14849
1398,panarina_nadya,0,1,0,0,0,0,0,0,0,0,8,3,94327
1399,walkinexcavator,0,0,0,0,0,1,0,0,0,0,5,9,81262
1400,lost_in_region,0,0,0,0,0,0,0,1,0,0,3,6,85744
1401,mil_avia,0,0,0,0,1,0,0,0,0,0,1,5,48224
1402,daryavladova,0,0,0,0,1,0,0,0,0,0,1,5,96772
1403,hakimura,0,0,0,0,0,0,1,0,0,0,6,2,56255
1404,marvitiy,0,0,0,0,0,0,0,0,0,1,9,4,90040
1405,kirkuk1973,0,1,0,0,0,0,0,0,0,0,8,3,68297
1406,alexkolos,1,0,0,0,0,0,0,0,0,0,7,7,84779
1407,garpalionu3,1,0,0,0,0,0,0,0,0,0,7,7,14689
1408,7freiheit,0,0,0,1,0,0,0,0,0,0,0,8,76804
1409,sergiibulgakov,0,0,0,1,0,0,0,0,0,0,0,8,38301
1410,arkada49,0,1,0,0,0,0,0,0,0,0,8,3,22473
1411,blackboomer,0,1,0,0,0,0,0,0,0,0,8,3,73056
1412,gagarinstart,0,0,1,0,0,0,0,0,0,0,10,0,13065
1413,katrindreamer,0,0,0,0,0,1,0,0,0,0,5,9,96852
1414,alex_starnik,0,0,0,1,0,0,0,0,0,0,0,8,80308
1415,nightriderz1,0,0,1,0,0,0,0,0,0,0,10,0,59152
1416,skygolite,0,0,1,0,0,0,0,0,0,0,10,0,23406
1417,semenoff,0,1,0,0,0,0,0,0,0,0,8,3,27011
1418,protovoleon,0,0,0,0,0,1,0,0,0,0,5,9,78025
1419,svetan_56,0,0,0,0,0,0,0,0,1,0,4,10,73400
1420,godless_man,0,0,0,0,1,0,0,0,0,0,1,5,70756
1421,1slavyanka,0,0,0,1,0,0,0,0,0,0,0,8,24970
1422,djerd,0,0,0,1,0,0,0,0,0,0,0,8,21292
1423,dialexika,0,0,0,0,0,0,0,1,0,0,3,6,18831
1424,3ojlotou,0,0,0,1,0,0,0,0,0,0,0,8,78095
1425,rnto,0,0,1,0,0,0,0,0,0,0,10,0,38325
1426,oz_bocharov,1,0,0,0,0,0,0,0,0,0,7,7,85772
1427,e_kontur,0,0,1,0,0,0,0,0,0,0,10,0,54672
1428,yulich_jj,0,0,0,0,0,0,0,1,0,0,3,6,65941
1429,ismilady,1,0,0,0,0,0,0,0,0,0,7,7,64929
1430,annastorm,0,0,1,0,0,0,0,0,0,0,10,0,89978
1431,romabest,1,0,0,0,0,0,0,0,0,0,7,7,29934
1432,erokhin_dmitriy,0,1,0,0,0,0,0,0,0,0,8,3,26091
1433,and_sokolov,1,0,0,0,0,0,0,0,0,0,7,7,48479
1434,a_grach,0,1,0,0,0,0,0,0,0,0,8,3,70361
1435,astrozametki,0,1,0,0,0,0,0,0,0,0,8,3,68693
1436,barracuda_65,0,0,0,0,1,0,0,0,0,0,1,5,73639
1437,vkoliadin,0,1,0,0,0,0,0,0,0,0,8,3,24617
1438,amaranthinesky,0,0,0,0,0,1,0,0,0,0,5,9,36126
1439,24velo,0,0,0,1,0,0,0,0,0,0,0,8,61955
1440,nastaloru,0,0,0,0,0,1,0,0,0,0,5,9,20656
1441,3vladimir_zakla,0,0,0,0,0,0,0,0,0,1,9,4,54726
1442,ali_ben_saef,0,1,0,0,0,0,0,0,0,0,8,3,87265
1443,blog_10101,0,0,0,0,0,0,0,1,0,0,3,6,30896
1444,old_shtoo,0,0,0,1,0,0,0,0,0,0,0,8,70808
1445,staryiy,0,0,0,0,0,0,1,0,0,0,6,2,80993
1446,v_grebennikov,0,0,1,0,0,0,0,0,0,0,10,0,16094
1447,mymr,0,0,0,1,0,0,0,0,0,0,0,8,62600
1448,bioconstruktor,0,0,0,0,1,0,0,0,0,0,1,5,22509
1449,pobede75,0,0,0,0,0,0,0,1,0,0,3,6,27051
1450,elegantchikova,0,0,0,0,1,0,0,0,0,0,1,5,62356
1451,lika_said,0,1,0,0,0,0,0,0,0,0,8,3,23479
1452,roman_su_78,0,1,0,0,0,0,0,0,0,0,8,3,61802
1453,gptushnik,0,0,0,0,0,0,1,0,0,0,6,2,17446
1454,masha_feo,0,0,0,0,0,0,0,0,0,1,9,4,82095
1455,jyrnalist,0,0,1,0,0,0,0,0,0,0,10,0,40680
1456,sergey_dubovik,0,0,0,0,0,0,0,0,1,0,4,10,92494
1457,andreikazak1992,0,0,0,1,0,0,0,0,0,0,0,8,34598
1458,azarovskiy,0,0,0,0,0,1,0,0,0,0,5,9,55040
1459,ixperd,0,0,0,1,0,0,0,0,0,0,0,8,93311
1460,annabelova_20,1,0,0,0,0,0,0,0,0,0,7,7,53242
1461,sha_o_lin,1,0,0,0,0,0,0,0,0,0,7,7,64788
1462,evgeny_lv,0,0,1,0,0,0,0,0,0,0,10,0,83663
1463,uhutheowl,0,1,0,0,0,0,0,0,0,0,8,3,67429
1464,v1adis1av,0,0,0,0,0,0,0,1,0,0,3,6,74688
1465,subbotin_alex,0,0,0,0,0,1,0,0,0,0,5,9,64443
1466,romanenkovak,0,1,0,0,0,0,0,0,0,0,8,3,83724
1467,marya_iskysnica,0,1,0,0,0,0,0,0,0,0,8,3,99817
1468,anglichanin,0,1,0,0,0,0,0,0,0,0,8,3,80452
1469,real_cowboy,1,0,0,0,0,0,0,0,0,0,7,7,57539
1470,elsheigets,0,0,0,0,0,0,1,0,0,0,6,2,53270
1471,olga_ivanova14,0,0,0,1,0,0,0,0,0,0,0,8,20636
1472,vovafenrir,0,0,1,0,0,0,0,0,0,0,10,0,27871
1473,tvoj_psicholog,0,1,0,0,0,0,0,0,0,0,8,3,82849
1474,blue_astra,0,0,0,1,0,0,0,0,0,0,0,8,90197
1475,dagrael,0,0,0,0,0,0,0,0,1,0,4,10,81764
1476,nat_al_ka,0,0,0,0,0,1,0,0,0,0,5,9,54829
1477,milushkin,0,1,0,0,0,0,0,0,0,0,8,3,80710
1478,memphis0087,0,0,0,0,1,0,0,0,0,0,1,5,44630
1479,firrein,1,0,0,0,0,0,0,0,0,0,7,7,12206
1480,zakoreckij,0,0,1,0,0,0,0,0,0,0,10,0,33280
1481,partizan_ch,0,1,0,0,0,0,0,0,0,0,8,3,96148
1482,evgesha_leto,0,0,0,0,0,0,0,0,0,1,9,4,29847
1483,infaqq,0,1,0,0,0,0,0,0,0,0,8,3,48204
1484,azbogaved,0,0,0,0,1,0,0,0,0,0,1,5,63891
1485,kmb_ussr,0,0,1,0,0,0,0,0,0,0,10,0,69946
1486,levinanna_m,0,0,1,0,0,0,0,0,0,0,10,0,76042
1487,b0lshoy_brat,0,0,0,0,0,0,0,1,0,0,3,6,56147
1488,gmorder,0,0,0,0,0,0,0,1,0,0,3,6,92967
1489,nataliya_serova,0,1,0,0,0,0,0,0,0,0,8,3,48608
1490,russ_mir_sibir,0,0,0,0,0,1,0,0,0,0,5,9,15193
1491,easikov,0,0,0,0,0,0,0,0,1,0,4,10,63356
1492,tofet,0,1,0,0,0,0,0,0,0,0,8,3,37323
1493,1212nadin,0,0,1,0,0,0,0,0,0,0,10,0,58711
1494,borshkovsm,0,0,0,0,0,0,0,0,1,0,4,10,66525
1495,elenadoeco,0,0,0,0,1,0,0,0,0,0,1,5,23401
1496,ledokol_ledokol,0,0,0,1,0,0,0,0,0,0,0,8,70722
1497,baldomer,0,0,0,0,0,0,0,0,0,1,9,4,16928
1498,rain_du_soleil,0,0,0,0,0,0,0,0,1,0,4,10,10273
1499,fernwright,1,0,0,0,0,0,0,0,0,0,7,7,38114
1500,fg16,0,0,0,0,0,1,0,0,0,0,5,9,90557
1501,allina_s,0,1,0,0,0,0,0,0,0,0,8,3,49773
1502,kuzvd,1,0,0,0,0,0,0,0,0,0,7,7,86663
1503,addictedtofoood,0,1,0,0,0,0,0,0,0,0,8,3,19909
1504,leonardural,0,0,1,0,0,0,0,0,0,0,10,0,64410
1505,putnik07,0,0,1,0,0,0,0,0,0,0,10,0,47546
1506,orfis_sakarna,0,0,0,1,0,0,0,0,0,0,0,8,36661
1507,a_n_a_r_x_i_s_t,0,0,0,0,1,0,0,0,0,0,1,5,66064
1508,nemo500,0,0,0,0,1,0,0,0,0,0,1,5,90830
1509,ulybaemsymashem,0,0,0,0,0,0,0,0,0,1,9,4,34362
1510,kiriwynsfal,1,0,0,0,0,0,0,0,0,0,7,7,17767
1511,carry_kaeterry,0,1,0,0,0,0,0,0,0,0,8,3,35666
1512,dymovskiy_name,0,0,0,0,0,0,0,0,0,1,9,4,53856
1513,nikolaykireev,0,0,0,0,1,0,0,0,0,0,1,5,10670
1514,ooxus,1,0,0,0,0,0,0,0,0,0,7,7,42199
1515,ssmind,0,0,0,0,0,0,0,0,1,0,4,10,68576
1516,seyachaspomru,0,0,0,0,0,0,0,1,0,0,3,6,44352
1517,petrus_paulus,0,0,0,0,0,1,0,0,0,0,5,9,42784
1518,marinalamar,0,0,0,0,1,0,0,0,0,0,1,5,95382
1519,don_iguan,0,0,0,0,1,0,0,0,0,0,1,5,30255
1520,amilnitsky,0,0,0,0,0,1,0,0,0,0,5,9,28686
1521,tony_blackberry,1,0,0,0,0,0,0,0,0,0,7,7,68899
1522,zamost,0,0,0,0,0,0,0,1,0,0,3,6,13691
1523,finikova_malina,0,0,1,0,0,0,0,0,0,0,10,0,91546
1524,psy39,0,1,0,0,0,0,0,0,0,0,8,3,10723
1525,puzechka,0,0,1,0,0,0,0,0,0,0,10,0,39409
1526,jdie666,0,0,0,0,0,0,0,1,0,0,3,6,48514
1527,notada,0,0,0,1,0,0,0,0,0,0,0,8,10809
1528,klavdij_silkin,0,0,0,0,0,1,0,0,0,0,5,9,94035
1529,ahtubinec,0,0,1,0,0,0,0,0,0,0,10,0,25073
1530,razzhigaev,0,0,0,0,1,0,0,0,0,0,1,5,79354
1531,vpatrikeev,0,1,0,0,0,0,0,0,0,0,8,3,24840
1532,soldatkichev,0,0,1,0,0,0,0,0,0,0,10,0,92025
1533,about_kuritsina,0,0,0,0,1,0,0,0,0,0,1,5,83422
1534,biggreenhamster,0,1,0,0,0,0,0,0,0,0,8,3,15675
1535,nata_iz_zlata,0,1,0,0,0,0,0,0,0,0,8,3,71599
1536,doctorkochev,0,1,0,0,0,0,0,0,0,0,8,3,29014
1537,lesnyanka,0,0,0,1,0,0,0,0,0,0,0,8,41451
1538,mo_ore,1,0,0,0,0,0,0,0,0,0,7,7,22630
1539,vasiaspb,0,0,0,0,1,0,0,0,0,0,1,5,27210
1540,newsparky,0,1,0,0,0,0,0,0,0,0,8,3,49023
1541,savchenko_alex,0,0,0,0,0,0,0,1,0,0,3,6,87889
1542,francheska2017,0,0,1,0,0,0,0,0,0,0,10,0,32710
1543,melhiora,0,1,0,0,0,0,0,0,0,0,8,3,14532
1544,ong30,0,0,0,0,0,0,0,1,0,0,3,6,73707
1545,scylla_kirke,0,1,0,0,0,0,0,0,0,0,8,3,18572
